File,OwnerName,IsDir,IsOff,IsTen,SecTitle,TransDate,Shares,PPS,ADCode,SharesAfter,DIOwner
0001225208-19-004772,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,120.0000,43.5500,D,179783.0000,D
0001225208-19-004772,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,200.0000,43.5700,D,179583.0000,D
0001225208-19-004772,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,200.0000,43.3300,D,179383.0000,D
0001225208-19-004772,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,200.0000,43.1800,D,179183.0000,D
0001225208-19-004772,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,200.0000,43.1600,D,178983.0000,D
0001225208-19-004772,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,200.0000,43.1400,D,178783.0000,D
0001225208-19-004772,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,200.0000,43.0900,D,178583.0000,D
0001225208-19-004772,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,200.0000,43.0800,D,178383.0000,D
0001225208-19-004772,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,291.0000,43.2100,D,178092.0000,D
0001225208-19-004772,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,300.0000,43.4000,D,177792.0000,D
0001225208-19-004772,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,400.0000,43.4100,D,177392.0000,D
0001225208-19-004772,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,400.0000,42.9000,D,176992.0000,D
0001225208-19-004772,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,428.0000,43.3400,D,176564.0000,D
0001225208-19-004772,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,500.0000,43.4300,D,176064.0000,D
0001225208-19-004772,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,500.0000,43.3000,D,175564.0000,D
0001225208-19-004772,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,500.0000,43.2600,D,175064.0000,D
0001225208-19-004772,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,500.0000,43.1200,D,174564.0000,D
0001225208-19-004772,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,521.0000,43.3900,D,174043.0000,D
0001225208-19-004772,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,574.0000,43.0400,D,173469.0000,D
0001225208-19-004772,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,675.0000,43.5200,D,172794.0000,D
0001225208-19-004772,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,700.0000,43.0700,D,172094.0000,D
0001225208-19-004773,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,800.0000,42.8900,D,171294.0000,D
0001225208-19-004773,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,852.0000,43.2400,D,170442.0000,D
0001225208-19-004773,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,927.0000,43.4700,D,169515.0000,D
0001225208-19-004773,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,943.0000,42.9400,D,168572.0000,D
0001225208-19-004773,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,985.0000,43.0200,D,167587.0000,D
0001225208-19-004773,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,1100.0000,43.4400,D,166487.0000,D
0001225208-19-004773,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,1186.0000,43.5400,D,165301.0000,D
0001225208-19-004773,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,1324.0000,43.5300,D,163977.0000,D
0001225208-19-004773,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,1386.0000,43.4800,D,162591.0000,D
0001225208-19-004773,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,1400.0000,43.3600,D,161191.0000,D
0001225208-19-004773,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,1401.0000,43.5100,D,159790.0000,D
0001225208-19-004773,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,1471.0000,43.3500,D,158319.0000,D
0001225208-19-004773,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,1641.0000,43.4900,D,156678.0000,D
0001225208-19-004773,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,1800.0000,43.0600,D,154878.0000,D
0001225208-19-004773,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,1933.0000,43.4200,D,152945.0000,D
0001225208-19-004773,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,2078.0000,42.9600,D,150867.0000,D
0001225208-19-004773,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,2147.0000,42.9300,D,148720.0000,D
0001225208-19-004773,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,2200.0000,42.9500,D,146520.0000,D
0001225208-19-004773,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,2228.0000,43.4500,D,144292.0000,D
0001225208-19-004773,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,2233.0000,43.0500,D,142059.0000,D
0001225208-19-004773,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,2442.0000,42.9700,D,139617.0000,D
0001225208-19-004773,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,2657.0000,42.9900,D,136960.0000,D
0001225208-19-004773,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,2782.0000,42.9100,D,134178.0000,D
0001225208-19-004773,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,3260.0000,43.0100,D,130918.0000,D
0001225208-19-004773,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,3573.0000,42.9200,D,127345.0000,D
0001225208-19-004773,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,4116.0000,43.0000,D,123229.0000,D
0001225208-19-004773,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,4289.0000,43.5000,D,118940.0000,D
0001225208-19-004773,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,4496.0000,43.0300,D,114444.0000,D
0001225208-19-004773,SUSMAN SALLY,0,1,0,Common Stock,2019-03-04,6348.0000,42.9800,D,108096.0000,D
0001225208-19-004781,READ IAN C,1,1,0,Common Stock,2019-03-04,100.0000,43.1100,D,1689968.0000,D
0001225208-19-004781,READ IAN C,1,1,0,Common Stock,2019-03-04,200.0000,43.2300,D,1689768.0000,D
0001225208-19-004781,READ IAN C,1,1,0,Common Stock,2019-03-04,300.0000,43.1900,D,1689468.0000,D
0001225208-19-004781,READ IAN C,1,1,0,Common Stock,2019-03-04,300.0000,43.1000,D,1689168.0000,D
0001225208-19-004781,READ IAN C,1,1,0,Common Stock,2019-03-04,400.0000,43.3800,D,1688768.0000,D
0001225208-19-004781,READ IAN C,1,1,0,Common Stock,2019-03-04,400.0000,43.2000,D,1688368.0000,D
0001225208-19-004781,READ IAN C,1,1,0,Common Stock,2019-03-04,425.0000,43.2500,D,1687943.0000,D
0001225208-19-004781,READ IAN C,1,1,0,Common Stock,2019-03-04,513.0000,43.5700,D,1687430.0000,D
0001225208-19-004781,READ IAN C,1,1,0,Common Stock,2019-03-04,600.0000,43.2700,D,1686830.0000,D
0001225208-19-004781,READ IAN C,1,1,0,Common Stock,2019-03-04,700.0000,43.2200,D,1686130.0000,D
0001225208-19-004781,READ IAN C,1,1,0,Common Stock,2019-03-04,802.0000,43.1500,D,1685328.0000,D
0001225208-19-004781,READ IAN C,1,1,0,Common Stock,2019-03-04,1200.0000,43.1300,D,1684128.0000,D
0001225208-19-004781,READ IAN C,1,1,0,Common Stock,2019-03-04,1200.0000,43.0900,D,1682928.0000,D
0001225208-19-004781,READ IAN C,1,1,0,Common Stock,2019-03-04,1604.0000,43.1600,D,1681324.0000,D
0001225208-19-004781,READ IAN C,1,1,0,Common Stock,2019-03-04,1720.0000,43.3100,D,1679604.0000,D
0001225208-19-004781,READ IAN C,1,1,0,Common Stock,2019-03-04,1728.0000,43.1700,D,1677876.0000,D
0001225208-19-004781,READ IAN C,1,1,0,Common Stock,2019-03-04,1975.0000,43.3200,D,1675901.0000,D
0001225208-19-004781,READ IAN C,1,1,0,Common Stock,2019-03-04,1997.0000,43.4100,D,1673904.0000,D
0001225208-19-004781,READ IAN C,1,1,0,Common Stock,2019-03-04,2075.0000,43.5600,D,1671829.0000,D
0001225208-19-004781,READ IAN C,1,1,0,Common Stock,2019-03-04,2299.0000,43.0800,D,1669530.0000,D
0001225208-19-004781,READ IAN C,1,1,0,Common Stock,2019-03-04,2359.0000,43.1200,D,1667171.0000,D
0001225208-19-004781,READ IAN C,1,1,0,Common Stock,2019-03-04,2496.0000,43.1800,D,1664675.0000,D
0001225208-19-004781,READ IAN C,1,1,0,Common Stock,2019-03-04,2516.0000,43.2100,D,1662159.0000,D
0001225208-19-004781,READ IAN C,1,1,0,Common Stock,2019-03-04,2776.0000,43.2600,D,1659383.0000,D
0001225208-19-004781,READ IAN C,1,1,0,Common Stock,2019-03-04,2818.0000,43.5500,D,1656565.0000,D
0001225208-19-004781,READ IAN C,1,1,0,Common Stock,2019-03-04,3280.0000,43.1400,D,1653285.0000,D
0001225208-19-004781,READ IAN C,1,1,0,Common Stock,2019-03-04,3304.0000,43.3500,D,1649981.0000,D
0001225208-19-004781,READ IAN C,1,1,0,Common Stock,2019-03-04,3402.0000,43.4600,D,1646579.0000,D
0001225208-19-004781,READ IAN C,1,1,0,Common Stock,2019-03-04,3605.0000,43.3000,D,1642974.0000,D
0001225208-19-004781,READ IAN C,1,1,0,Common Stock,2019-03-04,3694.0000,43.3900,D,1639280.0000,D
0001225208-19-004782,READ IAN C,1,1,0,Common Stock,2019-03-04,3722.0000,43.3300,D,1635558.0000,D
0001225208-19-004782,READ IAN C,1,1,0,Common Stock,2019-03-04,4258.0000,43.4000,D,1631300.0000,D
0001225208-19-004782,READ IAN C,1,1,0,Common Stock,2019-03-04,4392.0000,43.4300,D,1626908.0000,D
0001225208-19-004782,READ IAN C,1,1,0,Common Stock,2019-03-04,4489.0000,43.3400,D,1622419.0000,D
0001225208-19-004782,READ IAN C,1,1,0,Common Stock,2019-03-04,5812.0000,43.2400,D,1616607.0000,D
0001225208-19-004782,READ IAN C,1,1,0,Common Stock,2019-03-04,6284.0000,43.5400,D,1610323.0000,D
0001225208-19-004782,READ IAN C,1,1,0,Common Stock,2019-03-04,6960.0000,43.4400,D,1603363.0000,D
0001225208-19-004782,READ IAN C,1,1,0,Common Stock,2019-03-04,7584.0000,43.3600,D,1595779.0000,D
0001225208-19-004782,READ IAN C,1,1,0,Common Stock,2019-03-04,8427.0000,43.3700,D,1587352.0000,D
0001225208-19-004782,READ IAN C,1,1,0,Common Stock,2019-03-04,10725.0000,43.5200,D,1576627.0000,D
0001225208-19-004782,READ IAN C,1,1,0,Common Stock,2019-03-04,11804.0000,43.0700,D,1564823.0000,D
0001225208-19-004782,READ IAN C,1,1,0,Common Stock,2019-03-04,11908.0000,43.4200,D,1552915.0000,D
0001225208-19-004782,READ IAN C,1,1,0,Common Stock,2019-03-04,12457.0000,43.5100,D,1540458.0000,D
0001225208-19-004782,READ IAN C,1,1,0,Common Stock,2019-03-04,12623.0000,43.4700,D,1527835.0000,D
0001225208-19-004782,READ IAN C,1,1,0,Common Stock,2019-03-04,12787.0000,43.4500,D,1515048.0000,D
0001225208-19-004782,READ IAN C,1,1,0,Common Stock,2019-03-04,12971.0000,43.4800,D,1502077.0000,D
0001225208-19-004782,READ IAN C,1,1,0,Common Stock,2019-03-04,13275.0000,43.5300,D,1488802.0000,D
0001225208-19-004782,READ IAN C,1,1,0,Common Stock,2019-03-04,14739.0000,43.0600,D,1474063.0000,D
0001225208-19-004782,READ IAN C,1,1,0,Common Stock,2019-03-04,16537.0000,43.4900,D,1457526.0000,D
0001225208-19-004782,READ IAN C,1,1,0,Common Stock,2019-03-04,21624.0000,43.5000,D,1435902.0000,D
0001225208-19-004782,READ IAN C,1,1,0,Common Stock,2019-03-04,28599.0000,43.0500,D,1407303.0000,D
0001225208-19-004782,READ IAN C,1,1,0,Common Stock,2019-03-04,34216.0000,43.0400,D,1373087.0000,D
0001225208-19-004782,READ IAN C,1,1,0,Common Stock,2019-03-04,52878.0000,43.0100,D,1320209.0000,D
0001225208-19-004782,READ IAN C,1,1,0,Common Stock,2019-03-04,69362.0000,43.0300,D,1250847.0000,D
0001225208-19-004782,READ IAN C,1,1,0,Common Stock,2019-03-04,69433.0000,43.0200,D,1181414.0000,D
0001225208-19-004782,READ IAN C,1,1,0,Common Stock,2019-03-04,72212.0000,43.0000,D,1109202.0000,D
0001225208-19-005429,JOHNSON RADY A,0,1,0,Common Stock,2019-03-15,8700.0000,41.1300,D,59797.0000,D
0001225208-19-006048,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2019-04-01,100.0000,42.9300,D,124994.0000,D
0001225208-19-006048,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2019-04-01,100.0000,42.7400,D,124894.0000,D
0001225208-19-006048,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2019-04-01,107.0000,42.6100,D,124787.0000,D
0001225208-19-006048,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2019-04-01,128.0000,42.6000,D,124659.0000,D
0001225208-19-006048,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2019-04-01,152.0000,42.9200,D,124507.0000,D
0001225208-19-006048,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2019-04-01,200.0000,42.5900,D,124307.0000,D
0001225208-19-006048,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2019-04-01,294.0000,42.6700,D,124013.0000,D
0001225208-19-006048,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2019-04-01,300.0000,42.7800,D,123713.0000,D
0001225208-19-006048,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2019-04-01,547.0000,42.8600,D,123166.0000,D
0001225208-19-006048,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2019-04-01,555.0000,42.8700,D,122611.0000,D
0001225208-19-006048,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2019-04-01,560.0000,42.8900,D,122051.0000,D
0001225208-19-006048,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2019-04-01,600.0000,42.7700,D,121451.0000,D
0001225208-19-006048,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2019-04-01,600.0000,42.7600,D,120851.0000,D
0001225208-19-006048,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2019-04-01,623.0000,42.9100,D,120228.0000,D
0001225208-19-006048,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2019-04-01,658.0000,42.8300,D,119570.0000,D
0001225208-19-006048,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2019-04-01,703.0000,42.8100,D,118867.0000,D
0001225208-19-006048,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2019-04-01,713.0000,42.8400,D,118154.0000,D
0001225208-19-006048,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2019-04-01,800.0000,42.7900,D,117354.0000,D
0001225208-19-006048,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2019-04-01,1100.0000,42.8200,D,116254.0000,D
0001225208-19-006048,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2019-04-01,1134.0000,42.8500,D,115120.0000,D
0001225208-19-006048,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2019-04-01,1230.0000,42.8000,D,113890.0000,D
0001225208-19-006048,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2019-04-01,1581.0000,42.9000,D,112309.0000,D
0001225208-19-006048,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2019-04-01,2215.0000,42.8800,D,110094.0000,D
0001225208-19-007453,ROGERS DAWN,0,1,0,Common Stock,2019-04-29,4255.0000,39.5900,D,10665.0000,D
0001225208-19-009502,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2019-06-20,30000.0000,44.0000,D,80094.0000,D
0001225208-19-010036,DAMELIO FRANK A,0,1,0,Common Stock,2019-07-02,929.0000,44.1300,D,489647.0000,D
0001225208-19-010036,DAMELIO FRANK A,0,1,0,Common Stock,2019-07-02,1000.0000,44.1900,D,488647.0000,D
0001225208-19-010036,DAMELIO FRANK A,0,1,0,Common Stock,2019-07-02,2787.0000,44.0300,D,485860.0000,D
0001225208-19-010036,DAMELIO FRANK A,0,1,0,Common Stock,2019-07-02,3008.0000,44.1200,D,482852.0000,D
0001225208-19-010036,DAMELIO FRANK A,0,1,0,Common Stock,2019-07-02,3403.0000,44.0200,D,479449.0000,D
0001225208-19-010036,DAMELIO FRANK A,0,1,0,Common Stock,2019-07-02,3425.0000,44.1400,D,476024.0000,D
0001225208-19-010036,DAMELIO FRANK A,0,1,0,Common Stock,2019-07-02,4824.0000,44.1800,D,471200.0000,D
0001225208-19-010036,DAMELIO FRANK A,0,1,0,Common Stock,2019-07-02,4864.0000,44.0800,D,466336.0000,D
0001225208-19-010036,DAMELIO FRANK A,0,1,0,Common Stock,2019-07-02,6180.0000,44.1600,D,460156.0000,D
0001225208-19-010036,DAMELIO FRANK A,0,1,0,Common Stock,2019-07-02,7272.0000,44.0400,D,452884.0000,D
0001225208-19-010036,DAMELIO FRANK A,0,1,0,Common Stock,2019-07-02,7450.0000,44.1700,D,445434.0000,D
0001225208-19-010036,DAMELIO FRANK A,0,1,0,Common Stock,2019-07-02,7588.0000,44.0100,D,437846.0000,D
0001225208-19-010036,DAMELIO FRANK A,0,1,0,Common Stock,2019-07-02,7787.0000,44.0700,D,430059.0000,D
0001225208-19-010036,DAMELIO FRANK A,0,1,0,Common Stock,2019-07-02,8159.0000,44.1500,D,421900.0000,D
0001225208-19-010036,DAMELIO FRANK A,0,1,0,Common Stock,2019-07-02,9362.0000,44.0600,D,412538.0000,D
0001225208-19-010036,DAMELIO FRANK A,0,1,0,Common Stock,2019-07-02,10957.0000,44.0000,D,401581.0000,D
0001225208-19-010036,DAMELIO FRANK A,0,1,0,Common Stock,2019-07-02,13138.0000,44.0900,D,388443.0000,D
0001225208-19-010036,DAMELIO FRANK A,0,1,0,Common Stock,2019-07-02,13848.0000,44.0500,D,374595.0000,D
0001225208-19-010036,DAMELIO FRANK A,0,1,0,Common Stock,2019-07-02,18036.0000,44.1100,D,356559.0000,D
0001225208-19-010036,DAMELIO FRANK A,0,1,0,Common Stock,2019-07-02,19167.0000,44.1000,D,337392.0000,D
0001225208-19-011847,Gottlieb Scott,1,0,0,Common Stock,2019-08-23,3000.0000,34.7200,A,3000.0000,D
0001225208-19-012057,Hwang Angela,0,1,0,Common Stock,2019-08-30,9896.0000,35.5500,A,13079.0000,I
0001225208-19-012057,Hwang Angela,0,1,0,Common Stock,2019-05-29,240.0000,0.0000,D,8748.0000,I
0001225208-19-015129,Hwang Angela,0,1,0,Common Stock,2019-11-29,216.0000,0.0000,D,8532.0000,I
0001225208-19-015164,CANGIALOSI LORETTA V,0,1,0,Common Stock,2019-11-27,660.0000,0.0000,D,108435.0000,D
0001225208-19-015862,YOUNG JOHN D,0,1,0,Common Stock,2019-12-16,1280.0000,0.0000,D,367825.0000,D
0001225208-19-016123,YOUNG JOHN D,0,1,0,Common Stock,2019-12-29,9676.0000,39.3200,D,358149.0000,D
0001225208-20-001364,Gottlieb Scott,1,0,0,Common Stock,2020-01-30,1000.0000,36.9966,A,4000.0000,D
0001225208-20-001563,Fonseca Lidia,0,1,0,Common Stock,2020-01-31,6043.0000,37.2400,D,43310.0000,D
0001225208-20-003500,Hwang Angela,0,1,0,Common Stock,2020-02-23,1409.0000,35.7200,D,17977.0000,D
0001225208-20-003501,ROGERS DAWN,0,1,0,Common Stock,2020-02-23,1015.0000,35.7200,D,9898.0000,D
0001225208-20-003502,GOETTLER MICHAEL,0,1,0,Common Stock,2020-02-23,2116.0000,35.7200,D,25428.0000,D
0001225208-20-003503,CANGIALOSI LORETTA V,0,1,0,Common Stock,2020-02-23,1574.0000,35.7200,D,107041.0000,D
0001225208-20-003782,CANGIALOSI LORETTA V,0,1,0,Common Stock,2020-02-26,24155.0000,34.5900,A,131196.0000,D
0001225208-20-003782,CANGIALOSI LORETTA V,0,1,0,Common Stock,2020-02-26,3797.0000,0.0000,A,134993.0000,D
0001225208-20-003782,CANGIALOSI LORETTA V,0,1,0,Common Stock,2020-02-26,1290.0000,34.7200,D,133703.0000,D
0001225208-20-003782,CANGIALOSI LORETTA V,0,1,0,Common Stock,2020-02-26,1943.0000,34.7200,D,131760.0000,D
0001225208-20-003782,CANGIALOSI LORETTA V,0,1,0,Common Stock,2020-02-26,18438.0000,36.8000,D,113322.0000,D
0001225208-20-003783,BOURLA ALBERT,1,1,0,Common Stock,2020-02-26,88567.0000,34.5900,A,274479.0000,D
0001225208-20-003783,BOURLA ALBERT,1,1,0,Common Stock,2020-02-26,7121.0000,34.7200,D,267358.0000,D
0001225208-20-003783,BOURLA ALBERT,1,1,0,Common Stock,2020-02-26,67605.0000,36.8000,D,199753.0000,D
0001225208-20-003784,Dolsten Mikael,0,1,0,Common Stock,2020-02-26,45566.0000,0.0000,A,345753.0000,D
0001225208-20-003784,Dolsten Mikael,0,1,0,Common Stock,2020-02-26,15478.0000,34.7200,D,330275.0000,D
0001225208-20-003784,Dolsten Mikael,0,1,0,Common Stock,2020-02-26,22314.0000,34.7200,D,307961.0000,D
0001225208-20-003785,DAMELIO FRANK A,0,1,0,Common Stock,2020-02-26,144928.0000,34.5900,A,482320.0000,D
0001225208-20-003785,DAMELIO FRANK A,0,1,0,Common Stock,2020-02-26,45566.0000,0.0000,A,527886.0000,D
0001225208-20-003785,DAMELIO FRANK A,0,1,0,Common Stock,2020-02-26,12537.0000,34.7200,D,515349.0000,D
0001225208-20-003785,DAMELIO FRANK A,0,1,0,Common Stock,2020-02-26,22314.0000,34.7200,D,493035.0000,D
0001225208-20-003785,DAMELIO FRANK A,0,1,0,Common Stock,2020-02-26,110626.0000,36.8000,D,382409.0000,D
0001225208-20-003798,GOETTLER MICHAEL,0,1,0,Common Stock,2020-02-26,20129.0000,34.5900,A,45557.0000,D
0001225208-20-003798,GOETTLER MICHAEL,0,1,0,Common Stock,2020-02-26,3164.0000,0.0000,A,48721.0000,D
0001225208-20-003798,GOETTLER MICHAEL,0,1,0,Common Stock,2020-02-26,1266.0000,34.7200,D,47455.0000,D
0001225208-20-003798,GOETTLER MICHAEL,0,1,0,Common Stock,2020-02-26,1906.0000,34.7200,D,45549.0000,D
0001225208-20-003798,GOETTLER MICHAEL,0,1,0,Common Stock,2020-02-26,15365.0000,36.8000,D,30184.0000,D
0001225208-20-003799,Hwang Angela,0,1,0,Common Stock,2020-02-26,14493.0000,34.5900,A,32470.0000,D
0001225208-20-003799,Hwang Angela,0,1,0,Common Stock,2020-02-26,1166.0000,34.7200,D,31304.0000,D
0001225208-20-003799,Hwang Angela,0,1,0,Common Stock,2020-02-26,11063.0000,36.8000,D,20241.0000,D
0001225208-20-003800,JOHNSON RADY A,0,1,0,Common Stock,2020-02-26,33414.0000,34.5900,A,93211.0000,D
0001225208-20-003800,JOHNSON RADY A,0,1,0,Common Stock,2020-02-26,10506.0000,0.0000,A,103717.0000,D
0001225208-20-003800,JOHNSON RADY A,0,1,0,Common Stock,2020-02-26,2682.0000,34.7200,D,101035.0000,D
0001225208-20-003800,JOHNSON RADY A,0,1,0,Common Stock,2020-02-26,3569.0000,34.7200,D,97466.0000,D
0001225208-20-003800,JOHNSON RADY A,0,1,0,Common Stock,2020-02-26,25506.0000,36.8000,D,71960.0000,D
0001225208-20-003801,LANKLER DOUGLAS M,0,1,0,Common Stock,2020-02-26,88567.0000,34.5900,A,189936.0000,D
0001225208-20-003801,LANKLER DOUGLAS M,0,1,0,Common Stock,2020-02-26,34175.0000,0.0000,A,224111.0000,D
0001225208-20-003801,LANKLER DOUGLAS M,0,1,0,Common Stock,2020-02-26,7121.0000,34.7200,D,216990.0000,D
0001225208-20-003801,LANKLER DOUGLAS M,0,1,0,Common Stock,2020-02-26,15691.0000,34.7200,D,201299.0000,D
0001225208-20-003801,LANKLER DOUGLAS M,0,1,0,Common Stock,2020-02-26,67605.0000,36.8000,D,133694.0000,D
0001225208-20-003802,ROGERS DAWN,0,1,0,Common Stock,2020-02-26,15097.0000,34.5900,A,24995.0000,D
0001225208-20-003802,ROGERS DAWN,0,1,0,Common Stock,2020-02-26,1250.0000,34.7200,D,23745.0000,D
0001225208-20-003802,ROGERS DAWN,0,1,0,Common Stock,2020-02-26,11524.0000,36.8000,D,12221.0000,D
0001225208-20-003803,SUSMAN SALLY,0,1,0,Common Stock,2020-02-26,72464.0000,34.5900,A,180558.0000,D
0001225208-20-003803,SUSMAN SALLY,0,1,0,Common Stock,2020-02-26,22783.0000,0.0000,A,203341.0000,D
0001225208-20-003803,SUSMAN SALLY,0,1,0,Common Stock,2020-02-26,6556.0000,34.7200,D,196785.0000,D
0001225208-20-003803,SUSMAN SALLY,0,1,0,Common Stock,2020-02-26,10384.0000,34.7200,D,186401.0000,D
0001225208-20-003803,SUSMAN SALLY,0,1,0,Common Stock,2020-02-26,55313.0000,36.8000,D,131088.0000,D
0001225208-20-003804,YOUNG JOHN D,0,1,0,Common Stock,2020-02-26,144928.0000,34.5900,A,503738.0000,D
0001225208-20-003804,YOUNG JOHN D,0,1,0,Common Stock,2020-02-26,45566.0000,0.0000,A,549304.0000,D
0001225208-20-003804,YOUNG JOHN D,0,1,0,Common Stock,2020-02-26,12485.0000,34.7200,D,536819.0000,D
0001225208-20-003804,YOUNG JOHN D,0,1,0,Common Stock,2020-02-26,22314.0000,34.7200,D,514505.0000,D
0001225208-20-003804,YOUNG JOHN D,0,1,0,Common Stock,2020-02-26,110626.0000,36.8000,D,403879.0000,D
0001225208-20-003805,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2020-02-26,21202.0000,0.0000,A,101323.0000,D
0001225208-20-003805,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2020-02-26,17087.0000,0.0000,A,118410.0000,D
0001225208-20-003805,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2020-02-26,7984.0000,34.7200,D,110426.0000,D
0001225208-20-003805,MACKENZIE ALEXANDER R,0,1,0,Common Stock,2020-02-26,8104.0000,34.7200,D,102322.0000,D
0001225208-20-004018,BOURLA ALBERT,1,1,0,Common Stock,2020-02-28,33135.0000,27.3700,A,232888.0000,D
0001225208-20-004018,BOURLA ALBERT,1,1,0,Common Stock,2020-02-28,6701.0000,33.4200,D,226187.0000,D
0001225208-20-004018,BOURLA ALBERT,1,1,0,Common Stock,2020-02-28,17118.0000,36.4500,D,209069.0000,D
0001225208-20-004019,CANGIALOSI LORETTA V,0,1,0,Common Stock,2020-02-28,27422.0000,27.3700,A,140744.0000,D
0001225208-20-004019,CANGIALOSI LORETTA V,0,1,0,Common Stock,2020-02-28,4503.0000,33.4200,D,136241.0000,D
0001225208-20-004019,CANGIALOSI LORETTA V,0,1,0,Common Stock,2020-02-28,14166.0000,36.4500,D,122075.0000,D
0001225208-20-004020,DAMELIO FRANK A,0,1,0,Common Stock,2020-02-28,173675.0000,27.3700,A,556084.0000,D
0001225208-20-004020,DAMELIO FRANK A,0,1,0,Common Stock,2020-02-28,41113.0000,33.4200,D,514971.0000,D
0001225208-20-004020,DAMELIO FRANK A,0,1,0,Common Stock,2020-02-28,89721.0000,36.4500,D,425250.0000,D
0001225208-20-004021,Dolsten Mikael,0,1,0,Common Stock,2020-02-28,39446.0000,33.4200,D,268515.0000,D
0001225208-20-004022,GOETTLER MICHAEL,0,1,0,Common Stock,2020-02-28,22852.0000,27.3700,A,53036.0000,D
0001225208-20-004022,GOETTLER MICHAEL,0,1,0,Common Stock,2020-02-28,4419.0000,33.4200,D,48617.0000,D
