File,OwnerName,IsDir,IsOff,IsTen,SecTitle,TransDate,Shares,PPS,ADCode,SharesAfter,DIOwner
0001225208-13-012576,READ IAN C,1,1,0,Common Stock,2013-05-15,1800.0000,29.3700,D,1124059.0000,D
0001225208-13-012576,READ IAN C,1,1,0,Common Stock,2013-05-15,2900.0000,29.4000,D,1121159.0000,D
0001225208-13-012576,READ IAN C,1,1,0,Common Stock,2013-05-15,2900.0000,29.3500,D,1118259.0000,D
0001225208-13-012576,READ IAN C,1,1,0,Common Stock,2013-05-15,3102.0000,29.3400,D,1115157.0000,D
0001225208-13-012576,READ IAN C,1,1,0,Common Stock,2013-05-15,3791.0000,29.3100,D,1111366.0000,D
0001225208-13-012576,READ IAN C,1,1,0,Common Stock,2013-05-15,4800.0000,29.3900,D,1106566.0000,D
0001225208-13-012576,READ IAN C,1,1,0,Common Stock,2013-05-15,6500.0000,29.4100,D,1100066.0000,D
0001225208-13-012576,READ IAN C,1,1,0,Common Stock,2013-05-15,8700.0000,29.3600,D,1091366.0000,D
0001225208-13-012576,READ IAN C,1,1,0,Common Stock,2013-05-15,10503.0000,29.3000,D,1080863.0000,D
0001225208-13-012576,READ IAN C,1,1,0,Common Stock,2013-05-15,19400.0000,29.4800,D,1061463.0000,D
0001225208-13-012578,SCHULMAN AMY W,0,1,0,Common Stock,2013-05-15,100.0000,29.4500,D,293397.0000,D
0001225208-13-012578,SCHULMAN AMY W,0,1,0,Common Stock,2013-05-15,300.0000,29.4600,D,293097.0000,D
0001225208-13-012578,SCHULMAN AMY W,0,1,0,Common Stock,2013-05-15,805.0000,29.4400,D,292292.0000,D
0001225208-13-012578,SCHULMAN AMY W,0,1,0,Common Stock,2013-05-15,1956.0000,29.3800,D,290336.0000,D
0001225208-13-012578,SCHULMAN AMY W,0,1,0,Common Stock,2013-05-15,2005.0000,29.4300,D,288331.0000,D
0001225208-13-012578,SCHULMAN AMY W,0,1,0,Common Stock,2013-05-15,2259.0000,29.3300,D,286072.0000,D
0001225208-13-012578,SCHULMAN AMY W,0,1,0,Common Stock,2013-05-15,2400.0000,29.3100,D,283672.0000,D
0001225208-13-012578,SCHULMAN AMY W,0,1,0,Common Stock,2013-05-15,3592.0000,29.4200,D,280080.0000,D
0001225208-13-012578,SCHULMAN AMY W,0,1,0,Common Stock,2013-05-15,3800.0000,29.3000,D,276280.0000,D
0001225208-13-012578,SCHULMAN AMY W,0,1,0,Common Stock,2013-05-15,3802.0000,29.3900,D,272478.0000,D
0001225208-13-012578,SCHULMAN AMY W,0,1,0,Common Stock,2013-05-15,3807.0000,29.3700,D,268671.0000,D
0001225208-13-012578,SCHULMAN AMY W,0,1,0,Common Stock,2013-05-15,3999.0000,29.3600,D,264672.0000,D
0001225208-13-012578,SCHULMAN AMY W,0,1,0,Common Stock,2013-05-15,4500.0000,29.2900,D,260172.0000,D
0001225208-13-012578,SCHULMAN AMY W,0,1,0,Common Stock,2013-05-15,4701.0000,29.4000,D,255471.0000,D
0001225208-13-012578,SCHULMAN AMY W,0,1,0,Common Stock,2013-05-15,5268.0000,29.3400,D,250203.0000,D
0001225208-13-012578,SCHULMAN AMY W,0,1,0,Common Stock,2013-05-15,5700.0000,29.3200,D,244503.0000,D
0001225208-13-012578,SCHULMAN AMY W,0,1,0,Common Stock,2013-05-15,10408.0000,29.4100,D,234095.0000,D
0001225208-13-012578,SCHULMAN AMY W,0,1,0,Common Stock,2013-05-15,10598.0000,29.3500,D,223497.0000,D
0001225208-13-014872,Germano Geno J,0,1,0,Common Stock,2013-06-24,217.0000,0,D,226726.0000,D
0001225208-13-014873,LANKLER DOUGLAS M,0,1,0,Common Stock,2013-06-24,193.0000,0,D,89028.0000,D
0001225208-13-014875,CORNWELL W DON,1,0,0,Common Stock,2013-06-24,241.0000,0,D,1459.0000,D
0001225208-13-014971,Germano Geno J,0,1,0,Common Stock,2013-06-26,233.0000,0,D,731.0000,I
0001225208-13-017074,CANGIALOSI LORETTA V,0,1,0,Common Stock,2013-07-31,6688.0000,29.7100,D,191703.0000,D
0001225208-13-017074,CANGIALOSI LORETTA V,0,1,0,Common Stock,2013-07-31,8000.0000,29.5600,D,183703.0000,D
0001225208-13-017075,HILL CHARLES H,0,1,0,Common Stock,2013-07-31,48000.0000,25.8700,A,122862.0000,D
0001225208-13-017075,HILL CHARLES H,0,1,0,Common Stock,2013-07-31,26500.0000,26.2000,A,149362.0000,D
0001225208-13-017075,HILL CHARLES H,0,1,0,Common Stock,2013-07-31,22000.0000,26.2000,A,171362.0000,D
0001225208-13-017075,HILL CHARLES H,0,1,0,Common Stock,2013-07-31,11119.0000,29.6300,D,160243.0000,D
0001225208-13-017075,HILL CHARLES H,0,1,0,Common Stock,2013-07-31,28510.0000,29.6500,D,131733.0000,D
0001225208-13-017075,HILL CHARLES H,0,1,0,Common Stock,2013-07-31,56871.0000,29.6400,D,74862.0000,D
0001225208-13-017714,CORNWELL W DON,1,0,0,Common Stock,2013-08-12,758.0000,29.0900,A,2217.0000,D
0001225208-13-017714,CORNWELL W DON,1,0,0,Common Stock,2013-08-12,758.0000,29.0900,D,1459.0000,D
0001225208-13-020211,Lewis-Hall Freda C,0,1,0,Common Stock,2013-09-16,38461.0000,28.7000,D,118383.0000,D
0001225208-13-020213,LANKLER DOUGLAS M,0,1,0,Common Stock,2013-09-16,25400.0000,25.8700,A,115117.0000,D
0001225208-13-020213,LANKLER DOUGLAS M,0,1,0,Common Stock,2013-09-16,21700.0000,26.2000,A,136817.0000,D
0001225208-13-020213,LANKLER DOUGLAS M,0,1,0,Common Stock,2013-09-16,13800.0000,26.2000,A,150617.0000,D
0001225208-13-020213,LANKLER DOUGLAS M,0,1,0,Common Stock,2013-09-16,8650.0000,28.6900,D,141967.0000,D
0001225208-13-020213,LANKLER DOUGLAS M,0,1,0,Common Stock,2013-09-16,24150.0000,28.7000,D,117817.0000,D
0001225208-13-020213,LANKLER DOUGLAS M,0,1,0,Common Stock,2013-09-16,28100.0000,28.7100,D,89717.0000,D
0001225208-13-022415,READ IAN C,1,1,0,Common Stock,2013-10-28,338000.0000,26.2000,A,1412267.0000,D
0001225208-13-022415,READ IAN C,1,1,0,Common Stock,2013-10-28,1800.0000,30.5700,D,1410467.0000,D
0001225208-13-022415,READ IAN C,1,1,0,Common Stock,2013-10-28,5680.0000,30.5300,D,1404787.0000,D
0001225208-13-022415,READ IAN C,1,1,0,Common Stock,2013-10-28,6700.0000,30.5800,D,1398087.0000,D
0001225208-13-022415,READ IAN C,1,1,0,Common Stock,2013-10-28,10600.0000,30.5400,D,1387487.0000,D
0001225208-13-022415,READ IAN C,1,1,0,Common Stock,2013-10-28,12415.0000,30.6100,D,1375072.0000,D
0001225208-13-022415,READ IAN C,1,1,0,Common Stock,2013-10-28,18060.0000,30.6300,D,1357012.0000,D
0001225208-13-022415,READ IAN C,1,1,0,Common Stock,2013-10-28,18700.0000,30.5000,D,1338312.0000,D
0001225208-13-022415,READ IAN C,1,1,0,Common Stock,2013-10-28,27400.0000,30.5900,D,1310912.0000,D
0001225208-13-022415,READ IAN C,1,1,0,Common Stock,2013-10-28,30320.0000,30.5200,D,1280592.0000,D
0001225208-13-022415,READ IAN C,1,1,0,Common Stock,2013-10-28,36591.0000,30.6200,D,1244001.0000,D
0001225208-13-022415,READ IAN C,1,1,0,Common Stock,2013-10-28,37734.0000,30.5500,D,1206267.0000,D
0001225208-13-022415,READ IAN C,1,1,0,Common Stock,2013-10-28,39900.0000,30.5600,D,1166367.0000,D
0001225208-13-022415,READ IAN C,1,1,0,Common Stock,2013-10-28,40100.0000,30.5100,D,1126267.0000,D
0001225208-13-022415,READ IAN C,1,1,0,Common Stock,2013-10-28,52000.0000,30.6000,D,1074267.0000,D
0001225208-13-022787,MADDALUNA ANTHONY J,0,1,0,Common Stock,2013-11-01,43500.0000,25.8700,A,103627.0000,D
0001225208-13-022787,MADDALUNA ANTHONY J,0,1,0,Common Stock,2013-11-01,2000.0000,31.0400,D,101627.0000,D
0001225208-13-022787,MADDALUNA ANTHONY J,0,1,0,Common Stock,2013-11-01,6300.0000,31.0300,D,95327.0000,D
0001225208-13-022787,MADDALUNA ANTHONY J,0,1,0,Common Stock,2013-11-01,35200.0000,31.0200,D,60127.0000,D
0001225208-13-022790,CANGIALOSI LORETTA V,0,1,0,Common Stock,2013-11-01,1500.0000,31.1900,D,183341.0000,D
0001225208-13-022790,CANGIALOSI LORETTA V,0,1,0,Common Stock,2013-11-01,8500.0000,31.2000,D,174841.0000,D
0001225208-13-022980,CANGIALOSI LORETTA V,0,1,0,Common Stock,2013-11-04,340.0000,0.0000,D,174501.0000,D
0001225208-13-023748,MADDALUNA ANTHONY J,0,1,0,Common Stock,2013-11-14,92000.0000,26.2000,A,152447.0000,D
0001225208-13-023748,MADDALUNA ANTHONY J,0,1,0,Common Stock,2013-11-14,4484.0000,32.0700,D,147963.0000,D
0001225208-13-023748,MADDALUNA ANTHONY J,0,1,0,Common Stock,2013-11-14,9303.0000,32.1200,D,138660.0000,D
0001225208-13-023748,MADDALUNA ANTHONY J,0,1,0,Common Stock,2013-11-14,9389.0000,32.1000,D,129271.0000,D
0001225208-13-023748,MADDALUNA ANTHONY J,0,1,0,Common Stock,2013-11-14,10397.0000,32.1300,D,118874.0000,D
0001225208-13-023748,MADDALUNA ANTHONY J,0,1,0,Common Stock,2013-11-14,12499.0000,32.1100,D,106375.0000,D
0001225208-13-023748,MADDALUNA ANTHONY J,0,1,0,Common Stock,2013-11-14,16616.0000,32.0800,D,89759.0000,D
0001225208-13-023748,MADDALUNA ANTHONY J,0,1,0,Common Stock,2013-11-14,29312.0000,32.0900,D,60447.0000,D
0001225208-13-025451,MADDALUNA ANTHONY J,0,1,0,Common Stock,2013-12-10,1208.0000,0.0000,D,59239.0000,D
0001225208-14-000189,OLSON LAURIE J,0,1,0,Common Stock,2013-12-31,3897.0000,30.6300,D,38084.0000,D
0001225208-14-001737,DAMELIO FRANK A,0,1,0,Common Stock,2014-01-13,800.0000,30.9900,D,487461.0000,D
0001225208-14-001737,DAMELIO FRANK A,0,1,0,Common Stock,2014-01-13,800.0000,30.6900,D,486661.0000,D
0001225208-14-001737,DAMELIO FRANK A,0,1,0,Common Stock,2014-01-13,1000.0000,30.6700,D,485661.0000,D
0001225208-14-001737,DAMELIO FRANK A,0,1,0,Common Stock,2014-01-13,1100.0000,30.9800,D,484561.0000,D
0001225208-14-001737,DAMELIO FRANK A,0,1,0,Common Stock,2014-01-13,1200.0000,30.9700,D,483361.0000,D
0001225208-14-001737,DAMELIO FRANK A,0,1,0,Common Stock,2014-01-13,1300.0000,30.6800,D,482061.0000,D
0001225208-14-001737,DAMELIO FRANK A,0,1,0,Common Stock,2014-01-13,1500.0000,30.9000,D,480561.0000,D
0001225208-14-001737,DAMELIO FRANK A,0,1,0,Common Stock,2014-01-13,1500.0000,30.7100,D,479061.0000,D
0001225208-14-001737,DAMELIO FRANK A,0,1,0,Common Stock,2014-01-13,2410.0000,30.9300,D,476651.0000,D
0001225208-14-001737,DAMELIO FRANK A,0,1,0,Common Stock,2014-01-13,2500.0000,30.9200,D,474151.0000,D
0001225208-14-001737,DAMELIO FRANK A,0,1,0,Common Stock,2014-01-13,2600.0000,30.9400,D,471551.0000,D
0001225208-14-001737,DAMELIO FRANK A,0,1,0,Common Stock,2014-01-13,2800.0000,30.9100,D,468751.0000,D
0001225208-14-001737,DAMELIO FRANK A,0,1,0,Common Stock,2014-01-13,3000.0000,30.7000,D,465751.0000,D
0001225208-14-001737,DAMELIO FRANK A,0,1,0,Common Stock,2014-01-13,3900.0000,30.7500,D,461851.0000,D
0001225208-14-001737,DAMELIO FRANK A,0,1,0,Common Stock,2014-01-13,4200.0000,30.7900,D,457651.0000,D
0001225208-14-001737,DAMELIO FRANK A,0,1,0,Common Stock,2014-01-13,4200.0000,30.7400,D,453451.0000,D
0001225208-14-001737,DAMELIO FRANK A,0,1,0,Common Stock,2014-01-13,4300.0000,30.9500,D,449151.0000,D
0001225208-14-001737,DAMELIO FRANK A,0,1,0,Common Stock,2014-01-13,4900.0000,30.7300,D,444251.0000,D
0001225208-14-001737,DAMELIO FRANK A,0,1,0,Common Stock,2014-01-13,4900.0000,30.7200,D,439351.0000,D
0001225208-14-001737,DAMELIO FRANK A,0,1,0,Common Stock,2014-01-13,5500.0000,30.8900,D,433851.0000,D
0001225208-14-001737,DAMELIO FRANK A,0,1,0,Common Stock,2014-01-13,5800.0000,30.8000,D,428051.0000,D
0001225208-14-001737,DAMELIO FRANK A,0,1,0,Common Stock,2014-01-13,6500.0000,30.8800,D,421551.0000,D
0001225208-14-001737,DAMELIO FRANK A,0,1,0,Common Stock,2014-01-13,6900.0000,30.7800,D,414651.0000,D
0001225208-14-001737,DAMELIO FRANK A,0,1,0,Common Stock,2014-01-13,7500.0000,30.7700,D,407151.0000,D
0001225208-14-001737,DAMELIO FRANK A,0,1,0,Common Stock,2014-01-13,7700.0000,30.7600,D,399451.0000,D
0001225208-14-001737,DAMELIO FRANK A,0,1,0,Common Stock,2014-01-13,7800.0000,30.8400,D,391651.0000,D
0001225208-14-001737,DAMELIO FRANK A,0,1,0,Common Stock,2014-01-13,8000.0000,30.8100,D,383651.0000,D
0001225208-14-001737,DAMELIO FRANK A,0,1,0,Common Stock,2014-01-13,8100.0000,30.8300,D,375551.0000,D
0001225208-14-001737,DAMELIO FRANK A,0,1,0,Common Stock,2014-01-13,8800.0000,30.8200,D,366751.0000,D
0001225208-14-001737,DAMELIO FRANK A,0,1,0,Common Stock,2014-01-13,10300.0000,30.8700,D,356451.0000,D
0001225208-14-001738,DAMELIO FRANK A,0,1,0,Common Stock,2014-01-13,12600.0000,30.8500,D,343851.0000,D
0001225208-14-001738,DAMELIO FRANK A,0,1,0,Common Stock,2014-01-13,15590.0000,30.8600,D,328261.0000,D
0001225208-14-006014,SUSMAN SALLY,0,1,0,Common Stock,2014-02-24,19518.0000,31.9900,D,181624.0000,D
0001225208-14-006015,OLSON LAURIE J,0,1,0,Common Stock,2014-02-24,1832.0000,31.9900,D,36395.0000,D
0001225208-14-006016,MADDALUNA ANTHONY J,0,1,0,Common Stock,2014-02-24,5574.0000,31.9900,D,54021.0000,D
0001225208-14-006017,Lewis-Hall Freda C,0,1,0,Common Stock,2014-02-24,18175.0000,31.9900,D,101531.0000,D
0001225208-14-006018,LANKLER DOUGLAS M,0,1,0,Common Stock,2014-02-24,5088.0000,31.9900,D,85994.0000,D
0001225208-14-006019,JOHNSON RADY A,0,1,0,Common Stock,2014-02-24,1852.0000,31.9900,D,10785.0000,D
0001225208-14-006020,HILL CHARLES H,0,1,0,Common Stock,2014-02-24,6985.0000,31.9900,D,69315.0000,D
0001225208-14-006021,DAMELIO FRANK A,0,1,0,Common Stock,2014-02-24,38893.0000,31.9900,D,290741.0000,D
0001225208-14-006022,CANGIALOSI LORETTA V,0,1,0,Common Stock,2014-02-24,3242.0000,31.9900,D,172467.0000,D
0001225208-14-006023,BOURLA ALBERT,0,1,0,Common Stock,2014-02-24,2864.0000,31.9900,D,70965.0000,D
0001225208-14-006885,BOURLA ALBERT,0,1,0,Common Stock,2014-02-26,21482.0000,12.7000,A,92447.0000,D
0001225208-14-006885,BOURLA ALBERT,0,1,0,Common Stock,2014-02-26,9418.0000,0.0000,A,101865.0000,D
0001225208-14-006885,BOURLA ALBERT,0,1,0,Common Stock,2014-02-26,3482.0000,31.9900,D,98383.0000,D
0001225208-14-006885,BOURLA ALBERT,0,1,0,Common Stock,2014-02-26,14712.0000,31.9900,D,83671.0000,D
0001225208-14-006885,BOURLA ALBERT,0,1,0,Common Stock,2014-02-27,11722.0000,0.0000,A,95393.0000,D
0001225208-14-006886,CANGIALOSI LORETTA V,0,1,0,Common Stock,2014-02-26,56411.0000,12.7000,A,228878.0000,D
0001225208-14-006886,CANGIALOSI LORETTA V,0,1,0,Common Stock,2014-02-26,10494.0000,0.0000,A,239372.0000,D
0001225208-14-006886,CANGIALOSI LORETTA V,0,1,0,Common Stock,2014-02-26,5412.0000,31.9900,D,233960.0000,D
0001225208-14-006886,CANGIALOSI LORETTA V,0,1,0,Common Stock,2014-02-26,39450.0000,31.9900,D,194510.0000,D
0001225208-14-006886,CANGIALOSI LORETTA V,0,1,0,Common Stock,2014-02-27,4689.0000,0.0000,A,199199.0000,D
0001225208-14-006887,DAMELIO FRANK A,0,1,0,Common Stock,2014-02-26,324932.0000,12.7000,A,615673.0000,D
0001225208-14-006887,DAMELIO FRANK A,0,1,0,Common Stock,2014-02-26,64581.0000,0.0000,A,680254.0000,D
0001225208-14-006887,DAMELIO FRANK A,0,1,0,Common Stock,2014-02-26,33305.0000,31.9900,D,646949.0000,D
0001225208-14-006887,DAMELIO FRANK A,0,1,0,Common Stock,2014-02-26,246250.0000,31.9900,D,400699.0000,D
0001225208-14-006887,DAMELIO FRANK A,0,1,0,Common Stock,2014-02-27,33214.0000,0.0000,A,433913.0000,D
0001225208-14-006888,Dolsten Mikael,0,1,0,Common Stock,2014-02-26,64581.0000,0.0000,A,380237.0000,D
0001225208-14-006888,Dolsten Mikael,0,1,0,Common Stock,2014-02-26,28792.0000,31.9900,D,351445.0000,D
0001225208-14-006888,Dolsten Mikael,0,1,0,Common Stock,2014-02-27,28915.0000,0.0000,A,380360.0000,D
0001225208-14-006889,Germano Geno J,0,1,0,Common Stock,2014-02-26,50231.0000,0.0000,A,283988.0000,D
0001225208-14-006889,Germano Geno J,0,1,0,Common Stock,2014-02-26,20288.0000,31.9900,D,263700.0000,D
0001225208-14-006889,Germano Geno J,0,1,0,Common Stock,2014-02-27,28134.0000,0.0000,A,291834.0000,D
0001225208-14-006890,HILL CHARLES H,0,1,0,Common Stock,2014-02-26,34731.0000,12.7000,A,104046.0000,D
0001225208-14-006890,HILL CHARLES H,0,1,0,Common Stock,2014-02-26,24219.0000,0.0000,A,128265.0000,D
0001225208-14-006890,HILL CHARLES H,0,1,0,Common Stock,2014-02-26,12490.0000,31.9900,D,115775.0000,D
0001225208-14-006890,HILL CHARLES H,0,1,0,Common Stock,2014-02-26,24711.0000,31.9900,D,91064.0000,D
0001225208-14-006890,HILL CHARLES H,0,1,0,Common Stock,2014-02-27,15200.0000,0.0000,A,106264.0000,D
0001225208-14-006891,LANKLER DOUGLAS M,0,1,0,Common Stock,2014-02-26,34568.0000,12.7000,A,120562.0000,D
0001225208-14-006891,LANKLER DOUGLAS M,0,1,0,Common Stock,2014-02-26,10494.0000,0.0000,A,131056.0000,D
0001225208-14-006891,LANKLER DOUGLAS M,0,1,0,Common Stock,2014-02-26,5412.0000,31.9900,D,125644.0000,D
0001225208-14-006891,LANKLER DOUGLAS M,0,1,0,Common Stock,2014-02-26,23743.0000,31.9900,D,101901.0000,D
0001225208-14-006891,LANKLER DOUGLAS M,0,1,0,Common Stock,2014-02-27,11722.0000,0.0000,A,113623.0000,D
0001225208-14-006892,JOHNSON RADY A,0,1,0,Common Stock,2014-02-26,29695.0000,12.7000,A,40480.0000,D
0001225208-14-006892,JOHNSON RADY A,0,1,0,Common Stock,2014-02-26,5894.0000,0.0000,A,46374.0000,D
0001225208-14-006892,JOHNSON RADY A,0,1,0,Common Stock,2014-02-26,2180.0000,31.9900,D,44194.0000,D
0001225208-14-006892,JOHNSON RADY A,0,1,0,Common Stock,2014-02-26,20337.0000,31.9900,D,23857.0000,D
0001225208-14-006892,JOHNSON RADY A,0,1,0,Common Stock,2014-02-27,5470.0000,0.0000,A,29327.0000,D
0001225208-14-006893,Lewis-Hall Freda C,0,1,0,Common Stock,2014-02-26,34085.0000,0.0000,A,135616.0000,D
0001225208-14-006893,Lewis-Hall Freda C,0,1,0,Common Stock,2014-02-26,17578.0000,31.9900,D,118038.0000,D
0001225208-14-006893,Lewis-Hall Freda C,0,1,0,Common Stock,2014-02-27,14848.0000,0.0000,A,132886.0000,D
0001225208-14-006894,MADDALUNA ANTHONY J,0,1,0,Common Stock,2014-02-26,29695.0000,12.7000,A,83716.0000,D
0001225208-14-006894,MADDALUNA ANTHONY J,0,1,0,Common Stock,2014-02-26,19180.0000,0.0000,A,102896.0000,D
0001225208-14-006894,MADDALUNA ANTHONY J,0,1,0,Common Stock,2014-02-26,2383.0000,31.9900,D,100513.0000,D
0001225208-14-006894,MADDALUNA ANTHONY J,0,1,0,Common Stock,2014-02-26,20331.0000,31.9900,D,80182.0000,D
0001225208-14-006894,MADDALUNA ANTHONY J,0,1,0,Common Stock,2014-02-27,11332.0000,0.0000,A,91514.0000,D
0001225208-14-006895,OLSON LAURIE J,0,1,0,Common Stock,2014-02-26,31772.0000,12.7000,A,68167.0000,D
0001225208-14-006895,OLSON LAURIE J,0,1,0,Common Stock,2014-02-26,5830.0000,0.0000,A,73997.0000,D
0001225208-14-006895,OLSON LAURIE J,0,1,0,Common Stock,2014-02-26,2156.0000,31.9900,D,71841.0000,D
0001225208-14-006895,OLSON LAURIE J,0,1,0,Common Stock,2014-02-26,21760.0000,31.9900,D,50081.0000,D
0001225208-14-006895,OLSON LAURIE J,0,1,0,Common Stock,2014-02-27,6486.0000,0.0000,A,56567.0000,D
0001225208-14-006896,READ IAN C,1,1,0,Common Stock,2014-02-26,324932.0000,12.7000,A,1410536.0000,D
0001225208-14-006896,READ IAN C,1,1,0,Common Stock,2014-02-26,179394.0000,0.0000,A,1589930.0000,D
0001225208-14-006896,READ IAN C,1,1,0,Common Stock,2014-02-26,90681.0000,31.9900,D,1499249.0000,D
0001225208-14-006896,READ IAN C,1,1,0,Common Stock,2014-02-26,240064.0000,31.9900,D,1259185.0000,D
0001225208-14-006896,READ IAN C,1,1,0,Common Stock,2014-02-27,100031.0000,0.0000,A,1359216.0000,D
0001225208-14-006897,SUSMAN SALLY,0,1,0,Common Stock,2014-02-26,130875.0000,12.7000,A,312499.0000,D
0001225208-14-006897,SUSMAN SALLY,0,1,0,Common Stock,2014-02-26,34085.0000,0.0000,A,346584.0000,D
0001225208-14-006897,SUSMAN SALLY,0,1,0,Common Stock,2014-02-26,19027.0000,31.9900,D,327557.0000,D
0001225208-14-006897,SUSMAN SALLY,0,1,0,Common Stock,2014-02-26,101965.0000,31.9900,D,225592.0000,D
0001225208-14-006897,SUSMAN SALLY,0,1,0,Common Stock,2014-02-27,15630.0000,0.0000,A,241222.0000,D
0001225208-14-006898,YOUNG JOHN D,0,1,0,Common Stock,2014-02-26,57586.0000,12.7000,A,116884.0000,D
0001225208-14-006898,YOUNG JOHN D,0,1,0,Common Stock,2014-02-26,16145.0000,0.0000,A,133029.0000,D
0001225208-14-006898,YOUNG JOHN D,0,1,0,Common Stock,2014-02-26,7642.0000,31.9900,D,125387.0000,D
0001225208-14-006898,YOUNG JOHN D,0,1,0,Common Stock,2014-02-26,44874.0000,31.9900,D,80513.0000,D
0001225208-14-006898,YOUNG JOHN D,0,1,0,Common Stock,2014-02-27,28134.0000,0.0000,A,108647.0000,D
0001225208-14-007555,SUSMAN SALLY,0,1,0,Common Stock,2014-03-04,500.0000,32.6700,D,240722.0000,D
0001225208-14-007555,SUSMAN SALLY,0,1,0,Common Stock,2014-03-04,1600.0000,32.6500,D,239122.0000,D
0001225208-14-007555,SUSMAN SALLY,0,1,0,Common Stock,2014-03-04,1700.0000,32.6600,D,237422.0000,D
0001225208-14-007555,SUSMAN SALLY,0,1,0,Common Stock,2014-03-04,1700.0000,32.6200,D,235722.0000,D
0001225208-14-007555,SUSMAN SALLY,0,1,0,Common Stock,2014-03-04,2500.0000,32.6400,D,233222.0000,D
0001225208-14-007555,SUSMAN SALLY,0,1,0,Common Stock,2014-03-04,4200.0000,32.6300,D,229022.0000,D
0001225208-14-007555,SUSMAN SALLY,0,1,0,Common Stock,2014-03-04,5200.0000,32.5600,D,223822.0000,D
0001225208-14-007555,SUSMAN SALLY,0,1,0,Common Stock,2014-03-04,5649.0000,32.6000,D,218173.0000,D
0001225208-14-007555,SUSMAN SALLY,0,1,0,Common Stock,2014-03-04,6200.0000,32.6100,D,211973.0000,D
0001225208-14-007555,SUSMAN SALLY,0,1,0,Common Stock,2014-03-04,9600.0000,32.5700,D,202373.0000,D
0001225208-14-007555,SUSMAN SALLY,0,1,0,Common Stock,2014-03-04,13251.0000,32.5900,D,189122.0000,D
0001225208-14-007555,SUSMAN SALLY,0,1,0,Common Stock,2014-03-04,15485.0000,32.5800,D,173637.0000,D
0001225208-14-007556,Dolsten Mikael,0,1,0,Common Stock,2014-03-04,7700.0000,32.5700,D,372660.0000,D
0001225208-14-007556,Dolsten Mikael,0,1,0,Common Stock,2014-03-04,28089.0000,32.5800,D,344571.0000,D
0001225208-14-007557,CANGIALOSI LORETTA V,0,1,0,Common Stock,2014-03-03,75500.0000,26.2000,A,274699.0000,D
0001225208-14-007557,CANGIALOSI LORETTA V,0,1,0,Common Stock,2014-03-03,375.0000,31.9700,D,274324.0000,D
0001225208-14-007557,CANGIALOSI LORETTA V,0,1,0,Common Stock,2014-03-03,1600.0000,32.0300,D,272724.0000,D
0001225208-14-007557,CANGIALOSI LORETTA V,0,1,0,Common Stock,2014-03-03,3100.0000,32.0400,D,269624.0000,D
0001225208-14-007557,CANGIALOSI LORETTA V,0,1,0,Common Stock,2014-03-03,4600.0000,32.0800,D,265024.0000,D
0001225208-14-007557,CANGIALOSI LORETTA V,0,1,0,Common Stock,2014-03-03,6100.0000,31.9800,D,258924.0000,D
0001225208-14-007557,CANGIALOSI LORETTA V,0,1,0,Common Stock,2014-03-03,6800.0000,31.9900,D,252124.0000,D
0001225208-14-007557,CANGIALOSI LORETTA V,0,1,0,Common Stock,2014-03-03,7500.0000,32.0700,D,244624.0000,D
0001225208-14-007557,CANGIALOSI LORETTA V,0,1,0,Common Stock,2014-03-03,10261.0000,32.0600,D,234363.0000,D
0001225208-14-007557,CANGIALOSI LORETTA V,0,1,0,Common Stock,2014-03-03,14425.0000,32.0100,D,219938.0000,D
0001225208-14-007557,CANGIALOSI LORETTA V,0,1,0,Common Stock,2014-03-03,18200.0000,32.0000,D,201738.0000,D
0001225208-14-007557,CANGIALOSI LORETTA V,0,1,0,Common Stock,2014-03-03,24900.0000,32.0200,D,176838.0000,D
0001225208-14-007557,CANGIALOSI LORETTA V,0,1,0,Common Stock,2014-03-04,5082.0000,32.5500,D,171756.0000,D
0001225208-14-007557,CANGIALOSI LORETTA V,0,1,0,Common Stock,2014-03-03,6695.0000,31.9800,D,0.0000,I
0001225208-14-008421,YOUNG JOHN D,0,1,0,Common Stock,2014-03-17,9000.0000,31.3800,D,99647.0000,D
0001225208-14-014457,Germano Geno J,0,1,0,Common Stock,2014-06-02,30000.0000,29.6800,D,263495.0000,D
0001225208-14-015000,OLSON LAURIE J,0,1,0,Common Stock,2014-06-12,20000.0000,26.2000,A,76735.0000,D
0001225208-14-015000,OLSON LAURIE J,0,1,0,Common Stock,2014-06-12,16275.0000,26.2000,A,93010.0000,D
0001225208-14-015000,OLSON LAURIE J,0,1,0,Common Stock,2014-06-12,7675.0000,29.5400,D,85335.0000,D
0001225208-14-015000,OLSON LAURIE J,0,1,0,Common Stock,2014-06-12,28600.0000,29.5300,D,56735.0000,D
0001225208-14-015920,LANKLER DOUGLAS M,0,1,0,Common Stock,2014-06-30,9309.0000,29.6800,D,105069.0000,D
